"mechanism","intent","orig.coding","icd10"
"Poisoning","Unintentional","X40-X49","X481"
"Poisoning","Unintentional","X40-X49","X482"
"Poisoning","Unintentional","X40-X49","X483"
"Poisoning","Unintentional","X40-X49","X484"
"Poisoning","Unintentional","X40-X49","X485"
"Poisoning","Unintentional","X40-X49","X486"
"Poisoning","Unintentional","X40-X49","X487"
"Poisoning","Unintentional","X40-X49","X488"
"Poisoning","Unintentional","X40-X49","X489"
"Poisoning","Unintentional","X40-X49","X490"
"Poisoning","Unintentional","X40-X49","X491"
"Poisoning","Unintentional","X40-X49","X492"
"Poisoning","Unintentional","X40-X49","X493"
"Poisoning","Unintentional","X40-X49","X494"
"Poisoning","Unintentional","X40-X49","X495"
"Poisoning","Unintentional","X40-X49","X496"
"Poisoning","Unintentional","X40-X49","X497"
"Poisoning","Unintentional","X40-X49","X498"
"Poisoning","Unintentional","X40-X49","X499"
"Poisoning","Suicide","X60-X69","X600"
"Poisoning","Suicide","X60-X69","X601"
"Poisoning","Suicide","X60-X69","X602"
"Poisoning","Suicide","X60-X69","X603"
"Poisoning","Suicide","X60-X69","X604"
"Poisoning","Suicide","X60-X69","X605"
"Poisoning","Suicide","X60-X69","X606"
"Poisoning","Suicide","X60-X69","X607"
"Poisoning","Suicide","X60-X69","X608"
"Poisoning","Suicide","X60-X69","X609"
"Poisoning","Suicide","X60-X69","X610"
"Poisoning","Suicide","X60-X69","X611"
"Poisoning","Suicide","X60-X69","X612"
"Poisoning","Suicide","X60-X69","X613"
"Poisoning","Suicide","X60-X69","X614"
"Poisoning","Suicide","X60-X69","X615"
"Poisoning","Suicide","X60-X69","X616"
"Poisoning","Suicide","X60-X69","X617"
"Poisoning","Suicide","X60-X69","X618"
"Poisoning","Suicide","X60-X69","X619"
"Poisoning","Suicide","X60-X69","X620"
"Poisoning","Suicide","X60-X69","X621"
"Poisoning","Suicide","X60-X69","X622"
"Poisoning","Suicide","X60-X69","X623"
"Poisoning","Suicide","X60-X69","X624"
"Poisoning","Suicide","X60-X69","X625"
"Poisoning","Suicide","X60-X69","X626"
"Poisoning","Suicide","X60-X69","X627"
"Poisoning","Suicide","X60-X69","X628"
"Poisoning","Suicide","X60-X69","X629"
"Poisoning","Suicide","X60-X69","X630"
"Poisoning","Suicide","X60-X69","X631"
"Poisoning","Suicide","X60-X69","X632"
"Poisoning","Suicide","X60-X69","X633"
"Poisoning","Suicide","X60-X69","X634"
"Poisoning","Suicide","X60-X69","X635"
"Poisoning","Suicide","X60-X69","X636"
"Poisoning","Suicide","X60-X69","X637"
"Poisoning","Suicide","X60-X69","X638"
"Poisoning","Suicide","X60-X69","X639"
"Poisoning","Suicide","X60-X69","X640"
"Poisoning","Suicide","X60-X69","X641"
"Poisoning","Suicide","X60-X69","X642"
"Poisoning","Suicide","X60-X69","X643"
"Poisoning","Suicide","X60-X69","X644"
"Poisoning","Suicide","X60-X69","X645"
"Poisoning","Suicide","X60-X69","X646"
"Poisoning","Suicide","X60-X69","X647"
"Poisoning","Suicide","X60-X69","X648"
"Poisoning","Suicide","X60-X69","X649"
"Poisoning","Suicide","X60-X69","X650"
"Poisoning","Suicide","X60-X69","X651"
"Poisoning","Suicide","X60-X69","X652"
"Poisoning","Suicide","X60-X69","X653"
"Poisoning","Suicide","X60-X69","X654"
"Poisoning","Suicide","X60-X69","X655"
"Poisoning","Suicide","X60-X69","X656"
"Poisoning","Suicide","X60-X69","X657"
"Poisoning","Suicide","X60-X69","X658"
"Poisoning","Suicide","X60-X69","X659"
"Poisoning","Suicide","X60-X69","X660"
"Poisoning","Suicide","X60-X69","X661"
"Poisoning","Suicide","X60-X69","X662"
"Poisoning","Suicide","X60-X69","X663"
"Poisoning","Suicide","X60-X69","X664"
"Poisoning","Suicide","X60-X69","X665"
"Poisoning","Suicide","X60-X69","X666"
"Poisoning","Suicide","X60-X69","X667"
"Poisoning","Suicide","X60-X69","X668"
"Poisoning","Suicide","X60-X69","X669"
"Poisoning","Suicide","X60-X69","X670"
"Poisoning","Suicide","X60-X69","X671"
"Poisoning","Suicide","X60-X69","X672"
"Poisoning","Suicide","X60-X69","X673"
"Poisoning","Suicide","X60-X69","X674"
"Poisoning","Suicide","X60-X69","X675"
"Poisoning","Suicide","X60-X69","X676"
"Poisoning","Suicide","X60-X69","X677"
"Poisoning","Suicide","X60-X69","X678"
"Poisoning","Suicide","X60-X69","X679"
"Poisoning","Suicide","X60-X69","X680"
"Poisoning","Suicide","X60-X69","X681"
"Poisoning","Suicide","X60-X69","X682"
"Poisoning","Suicide","X60-X69","X683"
"Poisoning","Suicide","X60-X69","X684"
"Poisoning","Suicide","X60-X69","X685"
"Poisoning","Suicide","X60-X69","X686"
"Poisoning","Suicide","X60-X69","X687"
"Poisoning","Suicide","X60-X69","X688"
"Poisoning","Suicide","X60-X69","X689"
"Poisoning","Suicide","X60-X69","X690"
"Poisoning","Suicide","X60-X69","X691"
"Poisoning","Suicide","X60-X69","X692"
"Poisoning","Suicide","X60-X69","X693"
"Poisoning","Suicide","X60-X69","X694"
"Poisoning","Suicide","X60-X69","X695"
"Poisoning","Suicide","X60-X69","X696"
"Poisoning","Suicide","X60-X69","X697"
"Poisoning","Suicide","X60-X69","X698"
"Poisoning","Suicide","X60-X69","X699"
"Poisoning","Homicide","X85-X90","X850"
"Poisoning","Homicide","X85-X90","X851"
"Poisoning","Homicide","X85-X90","X852"
"Poisoning","Homicide","X85-X90","X853"
"Poisoning","Homicide","X85-X90","X854"
"Poisoning","Homicide","X85-X90","X855"
"Poisoning","Homicide","X85-X90","X856"
"Poisoning","Homicide","X85-X90","X857"
"Poisoning","Homicide","X85-X90","X858"
"Poisoning","Homicide","X85-X90","X859"
"Poisoning","Homicide","X85-X90","X860"
"Poisoning","Homicide","X85-X90","X861"
"Poisoning","Homicide","X85-X90","X862"
"Poisoning","Homicide","X85-X90","X863"
"Poisoning","Homicide","X85-X90","X864"
"Poisoning","Homicide","X85-X90","X865"
"Poisoning","Homicide","X85-X90","X866"
"Poisoning","Homicide","X85-X90","X867"
"Poisoning","Homicide","X85-X90","X868"
"Poisoning","Homicide","X85-X90","X869"
"Poisoning","Homicide","X85-X90","X870"
"Poisoning","Homicide","X85-X90","X871"
"Poisoning","Homicide","X85-X90","X872"
"Poisoning","Homicide","X85-X90","X873"
"Poisoning","Homicide","X85-X90","X874"
"Poisoning","Homicide","X85-X90","X875"
"Poisoning","Homicide","X85-X90","X876"
"Poisoning","Homicide","X85-X90","X877"
"Poisoning","Homicide","X85-X90","X878"
"Poisoning","Homicide","X85-X90","X879"
"Poisoning","Homicide","X85-X90","X880"
"Poisoning","Homicide","X85-X90","X881"
"Poisoning","Homicide","X85-X90","X882"
"Poisoning","Homicide","X85-X90","X883"
"Poisoning","Homicide","X85-X90","X884"
"Poisoning","Homicide","X85-X90","X885"
"Poisoning","Homicide","X85-X90","X886"
"Poisoning","Homicide","X85-X90","X887"
"Poisoning","Homicide","X85-X90","X888"
"Poisoning","Homicide","X85-X90","X889"
"Poisoning","Homicide","X85-X90","X890"
"Poisoning","Homicide","X85-X90","X891"
"Poisoning","Homicide","X85-X90","X892"
"Poisoning","Homicide","X85-X90","X893"
"Poisoning","Homicide","X85-X90","X894"
"Poisoning","Homicide","X85-X90","X895"
"Poisoning","Homicide","X85-X90","X896"
"Poisoning","Homicide","X85-X90","X897"
"Poisoning","Homicide","X85-X90","X898"
"Poisoning","Homicide","X85-X90","X899"
"Poisoning","Homicide","X85-X90","X900"
"Poisoning","Homicide","X85-X90","X901"
"Poisoning","Homicide","X85-X90","X902"
"Poisoning","Homicide","X85-X90","X903"
"Poisoning","Homicide","X85-X90","X904"
"Poisoning","Homicide","X85-X90","X905"
"Poisoning","Homicide","X85-X90","X906"
"Poisoning","Homicide","X85-X90","X907"
"Poisoning","Homicide","X85-X90","X908"
"Poisoning","Homicide","X85-X90","X909"
"Poisoning","Undetermined","Y10-Y19","Y100"
"Poisoning","Undetermined","Y10-Y19","Y101"
"Poisoning","Undetermined","Y10-Y19","Y102"
"Poisoning","Undetermined","Y10-Y19","Y103"
"Poisoning","Undetermined","Y10-Y19","Y104"
"Poisoning","Undetermined","Y10-Y19","Y105"
"Poisoning","Undetermined","Y10-Y19","Y106"
"Poisoning","Undetermined","Y10-Y19","Y107"
"Poisoning","Undetermined","Y10-Y19","Y108"
"Poisoning","Undetermined","Y10-Y19","Y109"
"Poisoning","Undetermined","Y10-Y19","Y110"
"Poisoning","Undetermined","Y10-Y19","Y111"
"Poisoning","Undetermined","Y10-Y19","Y112"
"Poisoning","Undetermined","Y10-Y19","Y113"
"Poisoning","Undetermined","Y10-Y19","Y114"
"Poisoning","Undetermined","Y10-Y19","Y115"
"Poisoning","Undetermined","Y10-Y19","Y116"
"Poisoning","Undetermined","Y10-Y19","Y117"
"Poisoning","Undetermined","Y10-Y19","Y118"
"Poisoning","Undetermined","Y10-Y19","Y119"
"Poisoning","Undetermined","Y10-Y19","Y120"
"Poisoning","Undetermined","Y10-Y19","Y121"
"Poisoning","Undetermined","Y10-Y19","Y122"
"Poisoning","Undetermined","Y10-Y19","Y123"
"Poisoning","Undetermined","Y10-Y19","Y124"
"Poisoning","Undetermined","Y10-Y19","Y125"
"Poisoning","Undetermined","Y10-Y19","Y126"
"Poisoning","Undetermined","Y10-Y19","Y127"
"Poisoning","Undetermined","Y10-Y19","Y128"
"Poisoning","Undetermined","Y10-Y19","Y129"
"Poisoning","Undetermined","Y10-Y19","Y130"
"Poisoning","Undetermined","Y10-Y19","Y131"
"Poisoning","Undetermined","Y10-Y19","Y132"
"Poisoning","Undetermined","Y10-Y19","Y133"
"Poisoning","Undetermined","Y10-Y19","Y134"
"Poisoning","Undetermined","Y10-Y19","Y135"
"Poisoning","Undetermined","Y10-Y19","Y136"
"Poisoning","Undetermined","Y10-Y19","Y137"
"Poisoning","Undetermined","Y10-Y19","Y138"
"Poisoning","Undetermined","Y10-Y19","Y139"
"Poisoning","Undetermined","Y10-Y19","Y140"
"Poisoning","Undetermined","Y10-Y19","Y141"
"Poisoning","Undetermined","Y10-Y19","Y142"
"Poisoning","Undetermined","Y10-Y19","Y143"
"Poisoning","Undetermined","Y10-Y19","Y144"
"Poisoning","Undetermined","Y10-Y19","Y145"
"Poisoning","Undetermined","Y10-Y19","Y146"
"Poisoning","Undetermined","Y10-Y19","Y147"
"Poisoning","Undetermined","Y10-Y19","Y148"
"Poisoning","Undetermined","Y10-Y19","Y149"
"Poisoning","Undetermined","Y10-Y19","Y150"
"Poisoning","Undetermined","Y10-Y19","Y151"
"Poisoning","Undetermined","Y10-Y19","Y152"
"Poisoning","Undetermined","Y10-Y19","Y153"
"Poisoning","Undetermined","Y10-Y19","Y154"
"Poisoning","Undetermined","Y10-Y19","Y155"
"Poisoning","Undetermined","Y10-Y19","Y156"
"Poisoning","Undetermined","Y10-Y19","Y157"
"Poisoning","Undetermined","Y10-Y19","Y158"
"Poisoning","Undetermined","Y10-Y19","Y159"
"Poisoning","Undetermined","Y10-Y19","Y160"
"Poisoning","Undetermined","Y10-Y19","Y161"
"Poisoning","Undetermined","Y10-Y19","Y162"
"Poisoning","Undetermined","Y10-Y19","Y163"
"Poisoning","Undetermined","Y10-Y19","Y164"
"Poisoning","Undetermined","Y10-Y19","Y165"
"Poisoning","Undetermined","Y10-Y19","Y166"
"Poisoning","Undetermined","Y10-Y19","Y167"
"Poisoning","Undetermined","Y10-Y19","Y168"
"Poisoning","Undetermined","Y10-Y19","Y169"
"Poisoning","Undetermined","Y10-Y19","Y170"
"Poisoning","Undetermined","Y10-Y19","Y171"
"Poisoning","Undetermined","Y10-Y19","Y172"
"Poisoning","Undetermined","Y10-Y19","Y173"
"Poisoning","Undetermined","Y10-Y19","Y174"
"Poisoning","Undetermined","Y10-Y19","Y175"
"Poisoning","Undetermined","Y10-Y19","Y176"
"Poisoning","Undetermined","Y10-Y19","Y177"
"Poisoning","Undetermined","Y10-Y19","Y178"
"Poisoning","Undetermined","Y10-Y19","Y179"
"Poisoning","Undetermined","Y10-Y19","Y180"
"Poisoning","Undetermined","Y10-Y19","Y181"
"Poisoning","Undetermined","Y10-Y19","Y182"
"Poisoning","Undetermined","Y10-Y19","Y183"
"Poisoning","Undetermined","Y10-Y19","Y184"
"Poisoning","Undetermined","Y10-Y19","Y185"
"Poisoning","Undetermined","Y10-Y19","Y186"
"Poisoning","Undetermined","Y10-Y19","Y187"
"Poisoning","Undetermined","Y10-Y19","Y188"
"Poisoning","Undetermined","Y10-Y19","Y189"
"Poisoning","Undetermined","Y10-Y19","Y190"
"Poisoning","Undetermined","Y10-Y19","Y191"
"Poisoning","Undetermined","Y10-Y19","Y192"
"Poisoning","Undetermined","Y10-Y19","Y193"
"Poisoning","Undetermined","Y10-Y19","Y194"
"Poisoning","Undetermined","Y10-Y19","Y195"
"Poisoning","Undetermined","Y10-Y19","Y196"
"Poisoning","Undetermined","Y10-Y19","Y197"
"Poisoning","Undetermined","Y10-Y19","Y198"
"Poisoning","Undetermined","Y10-Y19","Y199"
"Poisoning","Legal intervention/war","Y35.2","Y352"
"Struck by or against","Unintentional","W20-W22, W50-W52","W200"
"Struck by or against","Unintentional","W20-W22, W50-W52","W201"
"Struck by or against","Unintentional","W20-W22, W50-W52","W202"
"Struck by or against","Unintentional","W20-W22, W50-W52","W203"
"Struck by or against","Unintentional","W20-W22, W50-W52","W204"
"Struck by or against","Unintentional","W20-W22, W50-W52","W205"
"Struck by or against","Unintentional","W20-W22, W50-W52","W206"
"Struck by or against","Unintentional","W20-W22, W50-W52","W207"
"Struck by or against","Unintentional","W20-W22, W50-W52","W208"
"Struck by or against","Unintentional","W20-W22, W50-W52","W209"
"Struck by or against","Unintentional","W20-W22, W50-W52","W210"
"Struck by or against","Unintentional","W20-W22, W50-W52","W211"
"Struck by or against","Unintentional","W20-W22, W50-W52","W212"
"Struck by or against","Unintentional","W20-W22, W50-W52","W213"
"Struck by or against","Unintentional","W20-W22, W50-W52","W214"
"Struck by or against","Unintentional","W20-W22, W50-W52","W215"
"Struck by or against","Unintentional","W20-W22, W50-W52","W216"
"Struck by or against","Unintentional","W20-W22, W50-W52","W217"
"Struck by or against","Unintentional","W20-W22, W50-W52","W218"
"Struck by or against","Unintentional","W20-W22, W50-W52","W219"
"Struck by or against","Unintentional","W20-W22, W50-W52","W220"
"Struck by or against","Unintentional","W20-W22, W50-W52","W221"
"Struck by or against","Unintentional","W20-W22, W50-W52","W222"
"Struck by or against","Unintentional","W20-W22, W50-W52","W223"
"Struck by or against","Unintentional","W20-W22, W50-W52","W224"
"Struck by or against","Unintentional","W20-W22, W50-W52","W225"
"Struck by or against","Unintentional","W20-W22, W50-W52","W226"
"Struck by or against","Unintentional","W20-W22, W50-W52","W227"
"Struck by or against","Unintentional","W20-W22, W50-W52","W228"
"Struck by or against","Unintentional","W20-W22, W50-W52","W229"
"Struck by or against","Unintentional","W20-W22, W50-W52","W500"
"Struck by or against","Unintentional","W20-W22, W50-W52","W501"
"Struck by or against","Unintentional","W20-W22, W50-W52","W502"
"Struck by or against","Unintentional","W20-W22, W50-W52","W503"
"Struck by or against","Unintentional","W20-W22, W50-W52","W504"
"Struck by or against","Unintentional","W20-W22, W50-W52","W505"
"Struck by or against","Unintentional","W20-W22, W50-W52","W506"
"Struck by or against","Unintentional","W20-W22, W50-W52","W507"
"Struck by or against","Unintentional","W20-W22, W50-W52","W508"
"Struck by or against","Unintentional","W20-W22, W50-W52","W509"
"Struck by or against","Unintentional","W20-W22, W50-W52","W510"
"Struck by or against","Unintentional","W20-W22, W50-W52","W511"
"Struck by or against","Unintentional","W20-W22, W50-W52","W512"
"Struck by or against","Unintentional","W20-W22, W50-W52","W513"
"Struck by or against","Unintentional","W20-W22, W50-W52","W514"
"Struck by or against","Unintentional","W20-W22, W50-W52","W515"
"Struck by or against","Unintentional","W20-W22, W50-W52","W516"
"Struck by or against","Unintentional","W20-W22, W50-W52","W517"
"Struck by or against","Unintentional","W20-W22, W50-W52","W518"
"Struck by or against","Unintentional","W20-W22, W50-W52","W519"
"Struck by or against","Unintentional","W20-W22, W50-W52","W520"
"Struck by or against","Unintentional","W20-W22, W50-W52","W521"
"Struck by or against","Unintentional","W20-W22, W50-W52","W522"
"Struck by or against","Unintentional","W20-W22, W50-W52","W523"
"Struck by or against","Unintentional","W20-W22, W50-W52","W524"
"Struck by or against","Unintentional","W20-W22, W50-W52","W525"
"Struck by or against","Unintentional","W20-W22, W50-W52","W526"
"Struck by or against","Unintentional","W20-W22, W50-W52","W527"
"Struck by or against","Unintentional","W20-W22, W50-W52","W528"
"Struck by or against","Unintentional","W20-W22, W50-W52","W529"
"Struck by or against","Suicide","X79","X790"
"Struck by or against","Suicide","X79","X791"
"Struck by or against","Suicide","X79","X792"
"Struck by or against","Suicide","X79","X793"
"Struck by or against","Suicide","X79","X794"
"Struck by or against","Suicide","X79","X795"
"Struck by or against","Suicide","X79","X796"
"Struck by or against","Suicide","X79","X797"
"Struck by or against","Suicide","X79","X798"
"Struck by or against","Suicide","X79","X799"
"Struck by or against","Homicide","Y00, Y04","Y000"
"Struck by or against","Homicide","Y00, Y04","Y001"
"Struck by or against","Homicide","Y00, Y04","Y002"
"Struck by or against","Homicide","Y00, Y04","Y003"
"Struck by or against","Homicide","Y00, Y04","Y004"
"Struck by or against","Homicide","Y00, Y04","Y005"
"Struck by or against","Homicide","Y00, Y04","Y006"
"Struck by or against","Homicide","Y00, Y04","Y007"
"Struck by or against","Homicide","Y00, Y04","Y008"
"Struck by or against","Homicide","Y00, Y04","Y009"
"Struck by or against","Homicide","Y00, Y04","Y040"
"Struck by or against","Homicide","Y00, Y04","Y041"
"Struck by or against","Homicide","Y00, Y04","Y042"
"Struck by or against","Homicide","Y00, Y04","Y043"
"Struck by or against","Homicide","Y00, Y04","Y044"
"Struck by or against","Homicide","Y00, Y04","Y045"
"Struck by or against","Homicide","Y00, Y04","Y046"
"Struck by or against","Homicide","Y00, Y04","Y047"
"Struck by or against","Homicide","Y00, Y04","Y048"
"Struck by or against","Homicide","Y00, Y04","Y049"
"Struck by or against","Undetermined","Y29","Y290"
"Struck by or against","Undetermined","Y29","Y291"
"Struck by or against","Undetermined","Y29","Y292"
"Struck by or against","Undetermined","Y29","Y293"
"Struck by or against","Undetermined","Y29","Y294"
"Struck by or against","Undetermined","Y29","Y295"
"Struck by or against","Undetermined","Y29","Y296"
"Struck by or against","Undetermined","Y29","Y297"
"Struck by or against","Undetermined","Y29","Y298"
"Struck by or against","Undetermined","Y29","Y299"
"Struck by or against","Legal intervention/war","Y35.3","Y353"
"Suffocation","Unintentional","W75-W84","W750"
"Suffocation","Unintentional","W75-W84","W751"
"Suffocation","Unintentional","W75-W84","W752"
"Suffocation","Unintentional","W75-W84","W753"
"Suffocation","Unintentional","W75-W84","W754"
"Suffocation","Unintentional","W75-W84","W755"
"Suffocation","Unintentional","W75-W84","W756"
"Suffocation","Unintentional","W75-W84","W757"
"Suffocation","Unintentional","W75-W84","W758"
"Suffocation","Unintentional","W75-W84","W759"
"Suffocation","Unintentional","W75-W84","W760"
"Suffocation","Unintentional","W75-W84","W761"
"Suffocation","Unintentional","W75-W84","W762"
"Suffocation","Unintentional","W75-W84","W763"
"Suffocation","Unintentional","W75-W84","W764"
"Suffocation","Unintentional","W75-W84","W765"
